UniqueId,Id,Name,Description,Expertise,Academy,Genre,Skill,PackageIds,TopicsCovered,Duration,ContentCount,Internal,Vendor,Price,ELearning,ELearningDescription,ProjectWork,ProjectWorkDescription,OnlineQuiz,OnlineQuizDescription,ManagerApproval,Type,Classroom,ClassroomDescription,Assignment,AssignmentDescription,Assessment,AssessmentDescription,IsPreRequisiteMandatory,IsCloudLabAvailable,IsCertificateAvailable,Quiz,Proficiency,DegreedCourseLink,shoshin link
ES_5155,34582,DB Management for SAP Systems Oracle Database Administrator I (1Z0-082) - L3,"Steps to opt for the relevant course as per your JSC.
1.	Login to your digital Profile >> My Learnings >> By Job Skill Cluster >> Pick the must complete on priority (Optional can be second priority)
2.	Click on the skill having gap identified by the system. 
3.	Pick the corresponding Course as relevant >> Click on View Details
4.	The Degreed (Shoshin LXP) system will display the course description.
5.	Click on ""Visit"" at the bottom left of the page >> You will land on relevant course on Shoshin LMS Page.
Steps to start and attempt the course:

1. On this page, click on the Add button to add the course to your Learning Path, this is MANDATORY.
a. Select Learning Intent as Role Based Learning and submit
2. Access the course from the Learning Path and start the course to track the progress.
3. If you encounter an issue related to the course, reach out to your LBP 
4. Course URL-  https://app.pluralsight.com/paths/certificate/oracle-database-administrator-i-1z0-082
5. Download the course completion record from the OEM portal and upload the same to the respective course that started in Step 2.
7. The course status will be marked as completed post validation by the Learning Team.
8. The course platform will update the completion details. This information will synchronize with the LMS and will reflect in the corresponding skill on your digital profile.",201,EAS,SAP - Basis,DB Management for SAP Systems,,This course details are aligned with skill DB Management for SAP Systems for L3 level,20.00.00,0,FALSE,Pluralsight,0 INR,FALSE,,FALSE,,FALSE,,TRUE,TF3Course,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L3,https://degreed.com/courses/?d=49EZ02J319,https://shoshin.ltimindtree.com/detailsPage/Course/201/34582
ES_5157,34584,DB Management for SAP Systems Practical SQL Server High Availability and Disaster Recovery - L4,"Steps to opt for the relevant course as per your JSC.
1.	Login to your digital Profile >> My Learnings >> By Job Skill Cluster >> Pick the must complete on priority (Optional can be second priority)
2.	Click on the skill having gap identified by the system. 
3.	Pick the corresponding Course as relevant >> Click on View Details
4.	The Degreed (Shoshin LXP) system will display the course description.
5.	Click on ""Visit"" at the bottom left of the page >> You will land on relevant course on Shoshin LMS Page.
Steps to start and attempt the course:

1. On this page, click on the Add button to add the course to your Learning Path, this is MANDATORY.
a. Select Learning Intent as Role Based Learning and submit
2. Access the course from the Learning Path and start the course to track the progress.
3. If you encounter an issue related to the course, reach out to your LBP 
4. Course URL-  https://app.pluralsight.com/library/courses/sql-server-high-availability-disaster-recovery/table-of-contents
5. Download the course completion record from the OEM portal and upload the same to the respective course that started in Step 2.
7. The course status will be marked as completed post validation by the Learning Team.
8. The course platform will update the completion details. This information will synchronize with the LMS and will reflect in the corresponding skill on your digital profile.",201,EAS,SAP - Basis,DB Management for SAP Systems,,This course details are aligned with skill DB Management for SAP Systems for L4 level,20.00.00,0,FALSE,Pluralsight,0 INR,FALSE,,FALSE,,FALSE,,TRUE,TF3Course,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L4,https://degreed.com/courses/?d=4925G4ME59,https://shoshin.ltimindtree.com/detailsPage/Course/201/34584
AN_001,39853,Complete Angular Course 2023 - Master Angular in only 6 days,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course 

https://www.udemy.com/course/complete-angular-14-course-learn-frontend-development/",201,Angular,Angular,Angular,,This course is a self-paced courses offered for the learners to enhance the knowledge on Complete Angular Course 2023 - Master Angular in only 6 days,10.05.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=59YRQVWWL8,https://shoshin.ltimindtree.com/detailsPage/Course/201/39853
DI_5229,40024,Google BigQuery & PostgreSQL: Big Query for Data Analysis,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course 

 https://www.udemy.com/course/google-bigquery-and-postgresql-sql-for-data-analysis/",201,Digital,BigQuery,Google - BigQuery,,This course is a self-paced courses offered for the learners to enhance the knowledge on ÿGoogle BigQuery & PostgreSQL: Big Query for Data Analysis,1.00.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L1,https://degreed.com/courses/?d=DP6OYG30M8,https://shoshin.ltimindtree.com/detailsPage/Course/201/40024
DI_5230,40025,A Big Data Hadoop and Spark project for absolute beginners,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course 

 https://www.udemy.com/course/big-data-hadoop-spark-project/",201,Digital,Big data,Spark,,This course is a self-paced courses offered for the learners to enhance the knowledge on A Big Data Hadoop and Spark project for absolute beginners,1.00.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L1,https://degreed.com/courses/?d=V8375J3039,https://shoshin.ltimindtree.com/detailsPage/Course/201/40025
DI_5231,40026,.NET Core Microservices - The Complete Guide (.NET 8 MVC),"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course 

 https://www.udemy.com/course/net-core-microservices-the-complete-guide-net-6-mvc/",201,Digital,.Net,.Net,,This course is a self-paced courses offered for the learners to enhance the knowledge on .NET Core Microservices - The Complete Guide (.NET 8 MVC),1.00.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L1,https://degreed.com/courses/?d=M90DXM40D8,https://shoshin.ltimindtree.com/detailsPage/Course/201/40026
DI_5297,41252,Apache Spark for Java Developers,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course 
https://www.udemy.com/share/101ZBy/",201,Digital,Data Engineering,Apache Spark,,This course is a self-paced courses offered for the learners to enhance the knowledge on Apache Spark for Java Developers,1.00.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L1,,https://shoshin.ltimindtree.com/detailsPage/Course/201/41252
ET_501,39855,Data Analytics and Artificial Intelligence for Beginner,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/data-analytics-and-artificial-intelligence-for-beginners/",201,Emerging Technologies,AI,Data,,This course is a self-paced courses offered for the learners to enhance the knowledge on Data Analytics and Artificial Intelligence for Beginner,10.05.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=3PM60K63Q8,https://shoshin.ltimindtree.com/detailsPage/Course/201/39855
ET_502,39856,Artificial Intelligence & Machine Learning for Business,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/artificial-intelligence-machine-learning-business/",201,Emerging Technologies,AI,AI,,This course is a self-paced courses offered for the learners to enhance the knowledge on Artificial Intelligence & Machine Learning for Business,10.16.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=08GZ01Z4W9,https://shoshin.ltimindtree.com/detailsPage/Course/201/39856
ET_503,39857,The Complete Artificial Intelligence (AI) for Professionals,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/the-complete-artificial-intelligence-ai-for-professionals/",201,Emerging Technologies,AI,AI,,This course is a self-paced courses offered for the learners to enhance the knowledge on The Complete Artificial Intelligence (AI) for Professionals,10.50.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=K95YKWYED9,https://shoshin.ltimindtree.com/detailsPage/Course/201/39857
ET_504,39858,Modern Artificial Intelligence with Zero Coding,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/modern-artificial-intelligence-with-zero-coding",201,Emerging Technologies,AI,AI,,This course is a self-paced courses offered for the learners to enhance the knowledge on Modern Artificial Intelligence with Zero Coding,10.52.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=O97LV5L4N9,https://shoshin.ltimindtree.com/detailsPage/Course/201/39858
ET_505,39859,Machine Learning and Artificial Intelligence in Power BI,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/machine-learning-and-artificial-intelligence-in-power-bi/",201,Emerging Technologies,AI,Power BI,,This course is a self-paced courses offered for the learners to enhance the knowledge on Machine Learning and Artificial Intelligence in Power BI,11.00.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=E9KD05DM18,https://shoshin.ltimindtree.com/detailsPage/Course/201/39859
ET_506,39860,"Artificial Intelligence with Machine Learning, Deep Learning","1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/artificial-intelligence-with-machine-learning-deep-learning/",201,Emerging Technologies,AI,AI,,"This course is a self-paced courses offered for the learners to enhance the knowledge on Artificial Intelligence with Machine Learning, Deep Learning",11.17.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=08GZ01ZKL9,https://shoshin.ltimindtree.com/detailsPage/Course/201/39860
ET_507,39861,The Beginner?s Guide to Artificial Intelligence (Unity 2022),"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/artificial-intelligence-in-unity/",201,Emerging Technologies,AI,AI,,This course is a self-paced courses offered for the learners to enhance the knowledge on The Beginner?s Guide to Artificial Intelligence (Unity 2022),11.50.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=K95YKWY139,https://shoshin.ltimindtree.com/detailsPage/Course/201/39861
ET_508,39862,The Complete Artificial Intelligence and ChatGPT Course,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/the-complete-artificial-intelligence-and-chat-gpt-course/",201,Emerging Technologies,AI,AI,,This course is a self-paced courses offered for the learners to enhance the knowledge on The Complete Artificial Intelligence and ChatGPT Course,11.50.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=W9D4MEG0K8,https://shoshin.ltimindtree.com/detailsPage/Course/201/39862
ET_509,39863,ChatGPT & Artificial Intelligence for Microsoft Excel,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/chatgpt-ai-microsoft-excel/",201,Emerging Technologies,AI,AI,,This course is a self-paced courses offered for the learners to enhance the knowledge on ChatGPT & Artificial Intelligence for Microsoft Excel,11.50.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=08Q7KJM549,https://shoshin.ltimindtree.com/detailsPage/Course/201/39863
ET_510,39864,Product Design in AI | Artificial Intelligence and Users,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/product-design-in-ai/",201,Emerging Technologies,AI,AI,,This course is a self-paced courses offered for the learners to enhance the knowledge on Product Design in AI | Artificial Intelligence and Users,12.00.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=JP1GXVNZN8,https://shoshin.ltimindtree.com/detailsPage/Course/201/39864
ET_511,39866,Playwright - Complete Beginner Course 2023 (UI + API),"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/playwright-complete-beginner-course/",201,Emerging Technologies,Rest API,Rest API,,This course is a self-paced courses offered for the learners to enhance the knowledge on Playwright - Complete Beginner Course 2023 (UI + API),12.50.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=4925GZWO59,https://shoshin.ltimindtree.com/detailsPage/Course/201/39866
ET_512,39870,Introduction to the Entry Certificate in Business Analysis (ECBA?) Certification,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/entry-certificate-business-analysis-iiba-ecba-mock-exams/",201,Emerging Technologies,Business Analysis,Business Analysis,,This course is a self-paced courses offered for the learners to enhance the knowledge on Introduction to the Entry Certificate in Business Analysis (ECBA?) Certification,15.50.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=V9RMYO7K5P,https://shoshin.ltimindtree.com/detailsPage/Course/201/39870
JA_089,39851,Java WebDriver Automation: Mastering Selenium Web Testing,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course 

 https://www.udemy.com/course/selenium-using-java-bundle/",201,Java,Selenium,Selenium,,This course is a self-paced courses offered for the learners to enhance the knowledge on Java WebDriver Automation: Mastering Selenium Web Testing,10.00.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L1,https://degreed.com/courses/?d=4925GZWQ59,https://shoshin.ltimindtree.com/detailsPage/Course/201/39851
JA_090,39852,JavaScript - The Complete Guide 2024 (Beginner + Advanced),"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course 

 https://www.udemy.com/course/javascript-the-complete-guide-2020-beginner-advanced/",201,Java,Java,Java,,This course is a self-paced courses offered for the learners to enhance the knowledge on JavaScript - The Complete Guide 2024 (Beginner + Advanced),10.00.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L1,https://degreed.com/courses/?d=V9RMYO705P,https://shoshin.ltimindtree.com/detailsPage/Course/201/39852
JA_091,39854,JavaScript Pro: Mastering Advanced Concepts and Techniques,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/pro-javascript/",201,Java,Java,Java,,This course is a self-paced courses offered for the learners to enhance the knowledge on JavaScript Pro: Mastering Advanced Concepts and Techniques,10.05.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=MPL6074LV9,https://shoshin.ltimindtree.com/detailsPage/Course/201/39854
SN_001,39867,Advanced Selenium WebDriver with Java and TestNG,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course https://www.udemy.com/course/advanced-selenium-webdriver/",201,Selenium,Selenium,Java/ Selenium,,This course is a self-paced courses offered for the learners to enhance the knowledge on Advanced Selenium WebDriver with Java and TestNG,14.00.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L2,https://degreed.com/courses/?d=E9JL0G76J8,https://shoshin.ltimindtree.com/detailsPage/Course/201/39867
SP_085,39850,Master Spring Data JPA with Hibernate: E-Commerce Project,"1.	To Access the course, click on the ?Add button? and add the course to your Learning Path.
2.	 Hover to the Toggle Menu on right top corner >> Access the Learning Path and click on ?start course ?. This is to capture Learning completion (If not, your completion status will not reflect in the Shoshin LMS).
3.	Learning Programs OPM team will initiate it with the vendor and will share course procedure details.    
4.	The request will be processed, and the vendor will share your Credentials to access the course within 2 working days. 
5.	Access the portal with the given credentials and complete the Learning. 
6.	Course Completion Criteria: Complete the course and upload the acquired Udemy course completion certificate in the placeholder given in the course page.
7.	With this process, there is no payment required from your end.  


Click on the below link to access the course 

 https://www.udemy.com/course/master-spring-data-jpa-with-hibernate",201,Spring,Spring,Spring,,This course is a self-paced courses offered for the learners to enhance the knowledge on Master Spring Data JPA with Hibernate: E-Commerce Project,10.00.00,0,FALSE,Udemy,0 INR,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,L1,https://degreed.com/courses/?d=39ZQ1ZR519,https://shoshin.ltimindtree.com/detailsPage/Course/201/39850
